Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Perceived Stress Is Directly Associated with Major Consumption of Sugar-Sweetened Beverages among Public University Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045845/,"Cesar Campos-Ramírez, Jorge Palacios-Delgado, Maria del Carmen Caamaño-Perez, Nicolas Camacho-Calderon, María Elena Villagrán-Herrera, Adriana Aguilar-Galarza, Teresa García-Gasca, Miriam Aracely Anaya-Loyola",Behav Sci (Basel)2023 Mar;13(3): 232.Published online 2023 Mar 7.doi:10.3390/bs13030232,3/7/2023,2023,Mar,7
The Influence of Individual and Contextual Factors on the Vocational Choices of Adolescents and Their Impact on Well-Being,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045217/,"Stefania Fantinelli, Ciro Esposito, Leonardo Carlucci, Pierpaolo Limone, Francesco Sulla",Behav Sci (Basel)2023 Mar;13(3): 233.Published online 2023 Mar 7.doi:10.3390/bs13030233,3/7/2023,2023,Mar,7
"Positive Verbal Rewards, Creative Self-Efficacy, and Creative Behavior: A Perspective of Cognitive Appraisal Theory",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045672/,"Zhenglin Liang, Sid Suntrayuth, Xiaohong Sun, Jiafu Su",Behav Sci (Basel)2023 Mar;13(3): 229.Published online 2023 Mar 6.doi:10.3390/bs13030229,3/6/2023,2023,Mar,6
The Effects of Mindfulness on Sensory Marketing: The Role of Mental Imagery Vividness and the Sensory Type Number,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045200/,"Bingcan Li, Yi Jiang, Yuanzhi Wu, Lei Wang",Behav Sci (Basel)2023 Mar;13(3): 227.Published online 2023 Mar 6.doi:10.3390/bs13030227,3/6/2023,2023,Mar,6
"Burnout, Organizational Justice, Workload, and Emotional Regulation among Medical and Non-Medical Personnel Working in Romanian Healthcare Units",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045892/,"Roxana Mihaela Claponea, Magdalena Iorga",Behav Sci (Basel)2023 Mar;13(3): 225.Published online 2023 Mar 4.doi:10.3390/bs13030225,3/4/2023,2023,Mar,4
Environmentally Responsible Purchase Intention in Pacific Alliance Countries: Geographic and Gender Evidence in the Context of the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045783/,"Elizabeth Emperatriz García-Salirrosas, Juan Carlos Niño-de-Guzmán, Ledy Gómez-Bayona, Manuel Escobar-Farfán",Behav Sci (Basel)2023 Mar;13(3): 221.Published online 2023 Mar 3.doi:10.3390/bs13030221,3/3/2023,2023,Mar,3
A New Explanation for the Attitude-Behavior Inconsistency Based on the Contextualized Attitude,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045271/,"Yuan Yuan, Rui Sun, Jiajia Zuo, Xue Chen",Behav Sci (Basel)2023 Mar;13(3): 223.Published online 2023 Mar 3.doi:10.3390/bs13030223,3/3/2023,2023,Mar,3
My Exposed Body: Psychometric Properties of the Italian Version of the Social Physique Anxiety Scale-7 among Women,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045010/,"Giulia Rosa Policardo, Camilla Matera, Cristian Di Gesto, Amanda Nerini",Behav Sci (Basel)2023 Mar;13(3): 224.Published online 2023 Mar 3.doi:10.3390/bs13030224,3/3/2023,2023,Mar,3
The Perceived Self-Efficacy of Teachers in the Use of Digital Tools during the COVID-19 Pandemic: A Comparative Study between Spain and the United States,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045458/,"Judit García-Martín, Rodolfo Rico, Sheila García-Martín",Behav Sci (Basel)2023 Mar;13(3): 213.Published online 2023 Mar 2.doi:10.3390/bs13030213,3/2/2023,2023,Mar,2
"An Empirical Study Analyzing the Moderating Effect of Supervisor Support and Mediating Effect of Presenteeism among Eustress, Distress, and Innovative Behavior",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045315/,"Amna Anjum, Yan Zhao, Naeem Faraz",Behav Sci (Basel)2023 Mar;13(3): 219.Published online 2023 Mar 2.doi:10.3390/bs13030219,3/2/2023,2023,Mar,2
