Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
A Moderated Mediation Model of Academic Supervisor Developmental Feedback and Postgraduate Student Creativity: Evidence from China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774826/,"Weilin Su, Qian Qi, Shuai Yuan",Behav Sci (Basel)2022 Dec;12(12): 484.Published online 2022 Nov 29.doi:10.3390/bs12120484,11/29/2022,2022,Nov,29
Indulging in Smartphones in Times of Stress: A Moderated Mediation Model of Experiential Avoidance and Trait Mindfulness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774252/,"Junjie Zhang, Enna Wang",Behav Sci (Basel)2022 Dec;12(12): 485.Published online 2022 Nov 29.doi:10.3390/bs12120485,11/29/2022,2022,Nov,29
Psychological Dimensions and Their Inner Relationships of College Students’ Network Civilization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774907/,"Yuling Liu, Xiaorong Shen, Huaquan Mi",Behav Sci (Basel)2022 Dec;12(12): 483.Published online 2022 Nov 28.doi:10.3390/bs12120483,11/28/2022,2022,Nov,28
Proactive Personality as a Critical Condition for Seeking Advice and Crafting Tasks in Ambiguous Roles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774385/,"Inyong Shin, Minwoo Kim",Behav Sci (Basel)2022 Dec;12(12): 481.Published online 2022 Nov 27.doi:10.3390/bs12120481,11/27/2022,2022,Nov,27
"The Impact of COVID-19 on Motivation, Involvement, and Behavior of Cyclists in Taiwan",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774816/,"Ya-Ling Yu, Jia-Yi Lin, Chiung-Hsia Wang, Chin-Huang Huang",Behav Sci (Basel)2022 Dec;12(12): 479.Published online 2022 Nov 25.doi:10.3390/bs12120479,11/25/2022,2022,Nov,25
Deviant Peer Affiliation and Adolescent Tobacco and Alcohol Use: The Roles of Tobacco and Alcohol Information Exposure on Social Networking Sites and Digital Literacy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774642/,"Xuqing Bai, Liangshuang Yao, Changying Duan, Xiaojun Sun, Gengfeng Niu",Behav Sci (Basel)2022 Dec;12(12): 478.Published online 2022 Nov 25.doi:10.3390/bs12120478,11/25/2022,2022,Nov,25
The Effect of COVID-19 Safety Protocols on Hospital Workers’ Mental Health: A Moderated-Mediation Model of COVID-19 Anxiety and Psychological Resilience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774179/,"Fang Yin, Zhanchun Feng",Behav Sci (Basel)2022 Dec;12(12): 477.Published online 2022 Nov 25.doi:10.3390/bs12120477,11/25/2022,2022,Nov,25
Consumer Behaviour to Be Considered in Advertising: A Systematic Analysis and Future Agenda,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774318/,"Ahmed H. Alsharif, Nor Zafir Md Salleh, Shaymah Ahmed Al-Zahrani, Ahmad Khraiwish",Behav Sci (Basel)2022 Dec;12(12): 472.Published online 2022 Nov 23.doi:10.3390/bs12120472,11/23/2022,2022,Nov,23
The Acquisition of /ɪ/–/iː/ Is Challenging: Perceptual and Production Evidence from Cypriot Greek Speakers of English,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9774097/,Georgios P. Georgiou,Behav Sci (Basel)2022 Dec;12(12): 469.Published online 2022 Nov 22.doi:10.3390/bs12120469,11/22/2022,2022,Nov,22
Experiences of Middle School Programming in an Online Learning Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687787/,"Reem Alebaikan, Hayat Alajlan, Ahmad Almassaad, Norah Alshamri, Yvonne Bain",Behav Sci (Basel)2022 Nov;12(11): 466.Published online 2022 Nov 21.doi:10.3390/bs12110466,11/21/2022,2022,Nov,21
What Do You Think of AI? Research on the Influence of AI News Anchor Image on Watching Intention,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687615/,"Ke Xue, Yifei Li, Hanqing Jin",Behav Sci (Basel)2022 Nov;12(11): 465.Published online 2022 Nov 21.doi:10.3390/bs12110465,11/21/2022,2022,Nov,21
Direct and Indirect Effects of Child Maltreatment on Suicidal Ideation among Chinese Left-Behind Children: Does Gender Make a Difference?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687802/,"Xiaoyan Fan, Xiangping Li",Behav Sci (Basel)2022 Nov;12(11): 464.Published online 2022 Nov 20.doi:10.3390/bs12110464,11/20/2022,2022,Nov,20
The Impact of COVID-19 on the Quality of Life and Happiness of Care Home Residents in Croatia: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687193/,"Michael Olumekor, Andrea Stojić, Tatjana Kehler, Francesco Polo",Behav Sci (Basel)2022 Nov;12(11): 463.Published online 2022 Nov 20.doi:10.3390/bs12110463,11/20/2022,2022,Nov,20
Impact of Subjective and Objective Factors on Bus Travel Intention,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687410/,"Qi Chen, Yibo Yan, Xu Zhang, Jian Chen",Behav Sci (Basel)2022 Nov;12(11): 462.Published online 2022 Nov 19.doi:10.3390/bs12110462,11/19/2022,2022,Nov,19
"Exploring the Importance of Gender, Family Affluence, Parenting Style and Loneliness in Cyberbullying Victimization and Aggression among Romanian Adolescents",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687515/,"Magdalena Iorga, Lavinia Maria Pop, Irina Croitoru, Elena Hanganu, Dana-Teodora Anton-Păduraru",Behav Sci (Basel)2022 Nov;12(11): 457.Published online 2022 Nov 17.doi:10.3390/bs12110457,11/17/2022,2022,Nov,17
Cognitive Resources in Working Memory: Domain-Specific or General?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9687322/,"Anna Izmalkova, Artem Barmin, Boris B. Velichkovsky, Gerda Prutko, Igor Chistyakov",Behav Sci (Basel)2022 Nov;12(11): 459.Published online 2022 Nov 17.doi:10.3390/bs12110459,11/17/2022,2022,Nov,17
