Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Lifelong Fitness in Ambulatory Children and Adolescents with Cerebral Palsy I: Key Ingredients for Bone and Muscle Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376586/,"Noelle G. Moreau, Kathleen M. Friel, Robyn K. Fuchs, Sudarshan Dayanidhi, Theresa Sukal-Moulton, Marybeth Grant-Beuttler, Mark D. Peterson, Richard D. Stevenson, Susan V. Duff",Behav Sci (Basel)2023 Jul;13(7): 539.Published online 2023 Jun 28.doi:10.3390/bs13070539,6/28/2023,2023,Jun,28
How Does Trait Mindfulness Weaken the Effects of Risk Factors for Adolescent Smartphone Addiction? A Moderated Mediation Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376386/,"Dengfeng Li, Yang Xu, Shangqing Cao",Behav Sci (Basel)2023 Jul;13(7): 540.Published online 2023 Jun 28.doi:10.3390/bs13070540,6/28/2023,2023,Jun,28
Impact of Self-Efficacy and Perfectionism on Academic Procrastination among University Students in Pakistan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376137/,"Muhammad Azeem Ashraf, Namood-e Sahar, Muhammad Kamran, Jan Alam",Behav Sci (Basel)2023 Jul;13(7): 537.Published online 2023 Jun 28.doi:10.3390/bs13070537,6/28/2023,2023,Jun,28
Effectiveness of Enhanced Self-Positivity Bias Training in Mitigating Depressive Mood following Negative Life Events,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376819/,"Lingyun Wang, Xiaoling Song, Fanli Jia, Wenxia Xue, Lihong Li",Behav Sci (Basel)2023 Jul;13(7): 534.Published online 2023 Jun 27.doi:10.3390/bs13070534,6/27/2023,2023,Jun,27
Neurocognitive and Psychological Outcomes among Children and Adolescents with Brain Tumors: Development of an Observational and Longitudinal Prospective Study Protocol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376337/,"Giulia Zucchetti, Giorgia Gamberini, Sabrina Ciappina, Celeste Cagnazzo, Federica Ricci, Stefano Vallero, Paola Quarello, Paola Peretta, Franca Fagioli",Behav Sci (Basel)2023 Jul;13(7): 536.Published online 2023 Jun 27.doi:10.3390/bs13070536,6/27/2023,2023,Jun,27
Kick Cat Effect: Social Context Shapes the Form and Extent of Emotional Contagion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376848/,"Ling Zhang, Ying Chen, Yanqiu Wei, Jie Leng, Chao Kong, Ping Hu",Behav Sci (Basel)2023 Jul;13(7): 531.Published online 2023 Jun 26.doi:10.3390/bs13070531,6/26/2023,2023,Jun,26
The Role of Coping Styles in Mediating the Dark Triad and Bullying: An Analysis of Gender Difference,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376494/,"Fangjing Xia, Mengjun Liu, Tour Liu",Behav Sci (Basel)2023 Jul;13(7): 532.Published online 2023 Jun 26.doi:10.3390/bs13070532,6/26/2023,2023,Jun,26
The Role of Negative Perfectionism and the Relationship between Critical Thinking and the Halo Effect: Insights from Corporate Managers in Human Resources,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376162/,"Jiayi Lv, Zhaoyang Sun, Hao Li, Yubo Hou",Behav Sci (Basel)2023 Jul;13(7): 533.Published online 2023 Jun 26.doi:10.3390/bs13070533,6/26/2023,2023,Jun,26
Task-Related Differences in End-Point Kinematics in School-Age Children with Typical Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376611/,"Julia Mazzarella, Daniel Richie, Ajit M. W. Chaudhari, Eloisa Tudella, Colleen K. Spees, Jill C. Heathcock",Behav Sci (Basel)2023 Jul;13(7): 528.Published online 2023 Jun 23.doi:10.3390/bs13070528,6/23/2023,2023,Jun,23
The Self Course: Lessons Learned from Students’ Weekly Questions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376065/,Alain Morin,Behav Sci (Basel)2023 Jul;13(7): 525.Published online 2023 Jun 22.doi:10.3390/bs13070525,6/22/2023,2023,Jun,22
A Deep Learning Neural Network to Classify Obesity Risk in Portuguese Adolescents Based on Physical Fitness Levels and Body Mass Index Percentiles: Insights for National Health Policies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376847/,"Pedro Forte, Samuel Encarnação, António Miguel Monteiro, José Eduardo Teixeira, Soukaina Hattabi, Andrew Sortwell, Luís Branquinho, Bruna Amaro, Tatiana Sampaio, Pedro Flores, Sandra Silva-Santos, Joana Ribeiro, Amanda Batista, Ricardo Ferraz, Filipe Rodrigues",Behav Sci (Basel)2023 Jul;13(7): 522.Published online 2023 Jun 21.doi:10.3390/bs13070522,6/21/2023,2023,Jun,21
Effect of Employee Experience on Organizational Commitment: Case of South Korea,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10376664/,"Minkyung Lee, Boyoung Kim",Behav Sci (Basel)2023 Jul;13(7): 521.Published online 2023 Jun 21.doi:10.3390/bs13070521,6/21/2023,2023,Jun,21
"The Involvement of Age, Gender, and Personality Variables in Alcohol Consumption during the Start of the COVID-19 Pandemic in Romanian University Students",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10295797/,"Cornelia Rada, Mihaela Lungu",Behav Sci (Basel)2023 Jun;13(6): 519.Published online 2023 Jun 20.doi:10.3390/bs13060519,6/20/2023,2023,Jun,20
The Role of Emergent Literacy Assessment in Brazilian Portuguese Literacy Acquisition during COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10295449/,"Érica Prates Krás Borges, Gabriella Koltermann, Carla Alexandra da Silva Moita Minervino, Jerusa Fumagalli de Salles",Behav Sci (Basel)2023 Jun;13(6): 510.Published online 2023 Jun 19.doi:10.3390/bs13060510,6/19/2023,2023,Jun,19
"Perceptions of Stakeholders Regarding China’s Special Education and Inclusive Education Legislation, Law, and Policy: Implications for Student Wellbeing and Mental Health",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10295377/,"Ahmed Alduais, Meng Deng, Hind Alfadda",Behav Sci (Basel)2023 Jun;13(6): 515.Published online 2023 Jun 19.doi:10.3390/bs13060515,6/19/2023,2023,Jun,19
