Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Behavioral Characteristics of China’s NEET-Prone University Students and Graduates: A Survey from Southwest China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886089/,"Lu Zhao, Yang Li, Ao Yu, Weike Zhang",Behav Sci (Basel)2024 Feb;14(2): 98.Published online 2024 Jan 28.doi:10.3390/bs14020098,1/28/2024,2024,Jan,28
The Effect of Childhood Poly-Victimization on Adulthood Aggression: The Mediating Role of Different Impulsivity Traits,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886015/,"Demi C. Bartelen, Stefan Bogaerts, Marija Janković",Behav Sci (Basel)2024 Feb;14(2): 100.Published online 2024 Jan 28.doi:10.3390/bs14020100,1/28/2024,2024,Jan,28
"The Collective Influence of Intolerance of Uncertainty, Cognitive Test Anxiety, and Academic Self-Handicapping on Learner Outcomes: Evidence for a Process Model",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886387/,"Jerrell C. Cassady, Addison Helsper, Quinton Quagliano",Behav Sci (Basel)2024 Feb;14(2): 96.Published online 2024 Jan 27.doi:10.3390/bs14020096,1/27/2024,2024,Jan,27
Strength Use and Well-Being at Work among Teachers: The Mediating Role of Basic Need Satisfaction,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886044/,"Cangpi Wei, Jiahe Su, Jingjing Zhao, Ke Ding, Feng Kong",Behav Sci (Basel)2024 Feb;14(2): 95.Published online 2024 Jan 27.doi:10.3390/bs14020095,1/27/2024,2024,Jan,27
Risky Sexual Behavior and Psychopathy: Testing the Relationship in a Non-Clinical Sample of Young Adults in Hong Kong,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885930/,"Heng Choon (Oliver) Chan, Anthony Beech",Behav Sci (Basel)2024 Feb;14(2): 94.Published online 2024 Jan 27.doi:10.3390/bs14020094,1/27/2024,2024,Jan,27
Can Natural Speech Prosody Distinguish Autism Spectrum Disorders? A Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886261/,"Wen Ma, Lele Xu, Hao Zhang, Shurui Zhang",Behav Sci (Basel)2024 Feb;14(2): 90.Published online 2024 Jan 26.doi:10.3390/bs14020090,1/26/2024,2024,Jan,26
Psychological Distress in Low-Income and Economically Marginalized Populations in India: Protective and Risk Factors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886196/,"Dipti Singh, Shagufta Nasir, Juhi Sharma, Lydia Giménez-Llort, Mohammad Ghazi Shahnawaz",Behav Sci (Basel)2024 Feb;14(2): 92.Published online 2024 Jan 26.doi:10.3390/bs14020092,1/26/2024,2024,Jan,26
Mental Health Disparities among Pre-Clinical Medical Students at Saint Louis University during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885875/,"Won Jong Chwa, Albert C. Chong, Sheryl Lin, Erin H. Su, Chantal Sheridan, Jacob Schreiber, Stephanie K. Zia, Keniesha Thompson",Behav Sci (Basel)2024 Feb;14(2): 89.Published online 2024 Jan 26.doi:10.3390/bs14020089,1/26/2024,2024,Jan,26
Not All Levels of Social Re-Inclusion Allow for Recovery from Negative Outcomes of Social Exclusion: The Moderating Role of Self-Esteem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886270/,"Beibei Kuang, Sik Hung Ng, Shenli Peng, Ping Hu, Yanqiu Wei",Behav Sci (Basel)2024 Feb;14(2): 88.Published online 2024 Jan 25.doi:10.3390/bs14020088,1/25/2024,2024,Jan,25
Effectiveness of Different Neurocognitive Intervention Approaches on Functionality in Healthy Older Adults: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886235/,"Susana Sáez-Gutiérrez, Eduardo J. Fernandez-Rodriguez, Celia Sanchez-Gomez, Alberto Garcia-Martin, Luis Polo-Ferrero, Fausto J. Barbero-Iglesias",Behav Sci (Basel)2024 Feb;14(2): 87.Published online 2024 Jan 25.doi:10.3390/bs14020087,1/25/2024,2024,Jan,25
Navigating Adult Life from Emerging to Middle Adulthood: Patterns of Systemic Influences and Time Perspective in Migrants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886102/,"Teresa Maria Sgaramella, Andrea Zammitti, Paola Magnano",Behav Sci (Basel)2024 Feb;14(2): 86.Published online 2024 Jan 25.doi:10.3390/bs14020086,1/25/2024,2024,Jan,25
The Urban–Rural Heterogeneous Effect of Family SES on Achievement: The Mediating Role of Culture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886338/,Ningning Wang,Behav Sci (Basel)2024 Feb;14(2): 84.Published online 2024 Jan 24.doi:10.3390/bs14020084,1/24/2024,2024,Jan,24
The Relationship between Childhood Abuse and Suicidal Ideation among Chinese College Students: The Mediating Role of Core Self-Evaluation and Negative Emotions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886011/,"Zhaoxia Pan, Dajun Zhang, Xiaohua Bian, Hongye Li",Behav Sci (Basel)2024 Feb;14(2): 83.Published online 2024 Jan 24.doi:10.3390/bs14020083,1/24/2024,2024,Jan,24
Your Pain Pleases Others: The Influence of Social Interaction Patterns and Group Identity on Schadenfreude,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886134/,"Binghai Sun, Tongyin Huang, Ying Wu, Liting Fan",Behav Sci (Basel)2024 Feb;14(2): 79.Published online 2024 Jan 23.doi:10.3390/bs14020079,1/23/2024,2024,Jan,23
