Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Alternative Devices for Heart Rate Variability Measures: A Comparative Test–Retest Reliability Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8147413/,"Jacquelin M. Killian, Rachel M. Radin, Cubby L. Gardner, Lalon Kasuske, Kylee Bashirelahi, Dominic Nathan, David O. Keyser, Christopher J. Cellucci, David Darmon, Paul E. Rapp",Behav Sci (Basel)2021 May;11(5): 68.Published online 2021 May 2.doi:10.3390/bs11050068,5/2/2021,2021,May,2
Food Neophobia and Food Disgust: The Mediating Role of Perceived Vulnerability to Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8145377/,"Giuseppe Santisi, Paola Magnano, Vittorio Edoardo Scuderi",Behav Sci (Basel)2021 May;11(5): 65.Published online 2021 Apr 29.doi:10.3390/bs11050065,4/29/2021,2021,Apr,29
Death Anxiety in Social Workers as a Consequence of the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8145862/,"José Ángel Martínez-López, Cristina Lázaro-Pérez, José Gómez-Galán",Behav Sci (Basel)2021 May;11(5): 61.Published online 2021 Apr 26.doi:10.3390/bs11050061,4/26/2021,2021,Apr,26
Assessing the Impact of COVID-19 on Work-Related Quality of Life through the Lens of Sexual Orientation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8147092/,"Cindy Mendes, Henrique Pereira",Behav Sci (Basel)2021 May;11(5): 58.Published online 2021 Apr 23.doi:10.3390/bs11050058,4/23/2021,2021,Apr,23
The Recognition of Cross-Cultural Emotional Faces Is Affected by Intensity and Ethnicity in a Japanese Sample,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146535/,"Andrea Bonassi, Tommaso Ghilardi, Giulio Gabrieli, Anna Truzzi, Hirokazu Doi, Jessica L. Borelli, Bruno Lepri, Kazuyuki Shinohara, Gianluca Esposito",Behav Sci (Basel)2021 May;11(5): 59.Published online 2021 Apr 23.doi:10.3390/bs11050059,4/23/2021,2021,Apr,23
Enhancing Qualities of Consciousness during Online Learning via Multisensory Interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8143304/,"Valentina Cesari, Benedetta Galgani, Angelo Gemignani, Danilo Menicucci",Behav Sci (Basel)2021 May;11(5): 57.Published online 2021 Apr 21.doi:10.3390/bs11050057,4/21/2021,2021,Apr,21
Behavioral and Attitudinal Correlates of Trusted Sources of COVID-19 Vaccine Information in the US,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8074305/,"Carl A. Latkin, Lauren Dayton, Jacob R. Miller, Grace Yi, Afareen Jaleel, Chikaodinaka C. Nwosu, Cui Yang, Oluwaseun Falade-Nwulia",Behav Sci (Basel)2021 Apr;11(4): 56.Published online 2021 Apr 20.doi:10.3390/bs11040056,4/20/2021,2021,Apr,20
"Meaning Matters: Self-Perceived Meaning in Life, Its Predictors and Psychological Stressors Associated with the COVID-19 Pandemic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070341/,"Ashley Humphrey, Olivia Vari",Behav Sci (Basel)2021 Apr;11(4): 50.Published online 2021 Apr 13.doi:10.3390/bs11040050,4/13/2021,2021,Apr,13
"Cognition across the Lifespan: Investigating Age, Sex, and Other Sociodemographic Influences",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070049/,"Emily S. Nichols, Conor J. Wild, Adrian M. Owen, Andrea Soddu",Behav Sci (Basel)2021 Apr;11(4): 51.Published online 2021 Apr 13.doi:10.3390/bs11040051,4/13/2021,2021,Apr,13
The Association between Child and Parent Psychiatric Disorders in Families Exposed to Flood and/or Dioxin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8066693/,"Min Hyung Lee, Betty Pfefferbaum, Robert Portley, Vinay Kotamarti, Fatih Canan, Carol S. North",Behav Sci (Basel)2021 Apr;11(4): 46.Published online 2021 Apr 1.doi:10.3390/bs11040046,4/1/2021,2021,Apr,1
Awareness and Behaviors Regarding COVID-19 among Albanian Undergraduates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067270/,"Francesca Gallè, Arjeta Veshi, Elita Anna Sabella, Morena Çitozi, Giovanna Da Molin, Stefano Ferracuti, Giorgio Liguori, Giovanni Battista Orsi, Christian Napoli, Christian Napoli",Behav Sci (Basel)2021 Apr;11(4): 45.Published online 2021 Mar 31.doi:10.3390/bs11040045,3/31/2021,2021,Mar,31
How Downward and Upward Comparisons on Facebook Influence Grandiose and Vulnerable Narcissists’ Self-Esteem—A Priming Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8003542/,"Phillip Ozimek, Hans-Werner Bierhoff, Elke Rohmann",Behav Sci (Basel)2021 Mar;11(3): 39.Published online 2021 Mar 19.doi:10.3390/bs11030039,3/19/2021,2021,Mar,19
Cognitive Development and Cannabis Use in Adolescents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8002758/,"Alessandro Frolli, Maria Carla Ricci, Antonella Cavallaro, Agnese Lombardi, Antonia Bosco, Francesca Di Carmine, Francesca Felicia Operto, Luisa Franzese",Behav Sci (Basel)2021 Mar;11(3): 37.Published online 2021 Mar 17.doi:10.3390/bs11030037,3/17/2021,2021,Mar,17
School Climate and Responsibility as Predictors of Antisocial and Prosocial Behaviors and Violence: A Study towards Self-Determination Theory,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8002525/,"David Manzano-Sánchez, Alberto Gómez-Mármol, Alfonso Valero-Valenzuela, José Francisco Jiménez-Parra",Behav Sci (Basel)2021 Mar;11(3): 36.Published online 2021 Mar 17.doi:10.3390/bs11030036,3/17/2021,2021,Mar,17
Factors Affecting Voluntary Self-Isolation Behavior to Cope with a Pandemic: Empirical Evidence from Colombia vs. Spain in Times of COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8001959/,"Diana Escandon-Barbosa, Andrea Hurtado, Alina Gomez",Behav Sci (Basel)2021 Mar;11(3): 35.Published online 2021 Mar 15.doi:10.3390/bs11030035,3/15/2021,2021,Mar,15
Breastfeeding during COVID-19: A Narrative Review of the Psychological Impact on Mothers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7999784/,"Francisca Pacheco, Mónica Sobral, Raquel Guiomar, Alejandro de la Torre-Luque, Rafael A. Caparros-Gonzalez, Ana Ganho-Ávila",Behav Sci (Basel)2021 Mar;11(3): 34.Published online 2021 Mar 14.doi:10.3390/bs11030034,3/14/2021,2021,Mar,14
Perseverative Cognition and Snack Choice: An Online Pilot Investigation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7999187/,"Timothy M. Eschle, Dane McCarrick",Behav Sci (Basel)2021 Mar;11(3): 33.Published online 2021 Mar 11.doi:10.3390/bs11030033,3/11/2021,2021,Mar,11
Comparing the Visual Perception According to the Performance Using the Eye-Tracking Technology in High-Fidelity Simulation Settings,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7998119/,"Issam Tanoubi, Mathieu Tourangeau, Komi Sodoké, Roger Perron, Pierre Drolet, Marie-Ève Bélanger, Judy Morris, Caroline Ranger, Marie-Rose Paradis, Arnaud Robitaille, Mihai Georgescu",Behav Sci (Basel)2021 Mar;11(3): 31.Published online 2021 Mar 5.doi:10.3390/bs11030031,3/5/2021,2021,Mar,5
Surgical Outcome in Extratemporal Epilepsies Based on Multimodal Pre-Surgical Evaluation and Sequential Intraoperative Electrocorticography,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7998314/,"Lilia María Morales Chacón, Judith González González, Martha Ríos Castillo, Sheila Berrillo Batista, Karla Batista García-Ramo, Aisel Santos Santos, Nelson Quintanal Cordero, Marilyn Zaldívar Bermúdez, Randis Garbey Fernández, Bárbara Estupiñan Díaz, Zenaida Hernández Díaz, Juan E. Bender del Busto, Abel Sánchez Coroneux, Margarita M. Báez Martin, Lourdes Lorigados Pedre",Behav Sci (Basel)2021 Mar;11(3): 30.Published online 2021 Mar 4.doi:10.3390/bs11030030,3/4/2021,2021,Mar,4
Shared Developmental Trajectories for Fractional Reasoning and Fine Motor Ability in 4 and 5 Year Olds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919489/,"Lindsey Clark, John Shelley-Tremblay, Julie Cwikla",Behav Sci (Basel)2021 Feb;11(2): 26.Published online 2021 Feb 15.doi:10.3390/bs11020026,2/15/2021,2021,Feb,15
Attention-Dependent Physiological Correlates in Sleep-Deprived Young Healthy Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7915657/,"Valentina Cesari, Elena Marinari, Marco Laurino, Angelo Gemignani, Danilo Menicucci",Behav Sci (Basel)2021 Feb;11(2): 22.Published online 2021 Feb 5.doi:10.3390/bs11020022,2/5/2021,2021,Feb,5
Gender Affirmative Action and Management: A Systematic Literature Review on How Diversity and Inclusion Management Affect Gender Equity in Organizations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7914893/,"Julia V. Furtado, António C. Moreira, Jorge Mota",Behav Sci (Basel)2021 Feb;11(2): 21.Published online 2021 Feb 4.doi:10.3390/bs11020021,2/4/2021,2021,Feb,4
Predictors of Anxiety-Induced Sleep Disturbance among in-School Adolescents in Ghana: Evidence from the 2012 Global School-Based Health Survey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7912318/,"Bright Opoku Ahinkorah, Richard Gyan Aboagye, Francis Arthur-Holmes, Abdul-Aziz Seidu, James Boadu Frimpong, Eugene Budu, Bernard Mensah Amoako, John Elvis Hagan, Jr.",Behav Sci (Basel)2021 Feb;11(2): 20.Published online 2021 Feb 1.doi:10.3390/bs11020020,2/1/2021,2021,Feb,1
Problems and Needs Persist for Oklahoma City Bombing Survivors Many Years Later,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7911245/,"Phebe Tucker, Betty Pfefferbaum, Kevin Watson, Landon Hester, Christopher Czapla",Behav Sci (Basel)2021 Feb;11(2): 19.Published online 2021 Jan 29.doi:10.3390/bs11020019,1/29/2021,2021,Jan,29
Ants Can Anticipate the Following Quantity in an Arithmetic Sequence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7911458/,"Marie-Claire Cammaerts, Roger Cammaerts",Behav Sci (Basel)2021 Feb;11(2): 18.Published online 2021 Jan 28.doi:10.3390/bs11020018,1/28/2021,2021,Jan,28
Acknowledgment to Reviewers ofBehavioral Sciencesin 2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7912205/,Behavioral SciencesEditorial Office,Behav Sci (Basel)2021 Feb;11(2): 17.Published online 2021 Jan 26.doi:10.3390/bs11020017,1/26/2021,2021,Jan,26
Factors Associated with Symptoms of Depression and Psychological Distress during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7909766/,"Yuqi Guo, Omar T. Sims, Weidi Qin, Fan Yang",Behav Sci (Basel)2021 Feb;11(2): 13.Published online 2021 Jan 21.doi:10.3390/bs11020013,1/21/2021,2021,Jan,21
The Symptom Structure of Postdisaster Major Depression: Convergence of Evidence from 11 Disaster Studies Using Consistent Methods,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828554/,"Carol S. North, David Baron",Behav Sci (Basel)2021 Jan;11(1): 8.Published online 2021 Jan 13.doi:10.3390/bs11010008,1/13/2021,2021,Jan,13
“Imagine You Have ALS”: Death Education to Prepare for Advance Treatment Directives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825599/,"Ines Testoni, Lorenza Palazzo, Nicoletta Calamarà, Gabriella Rossi, Michael Alexander Wieser",Behav Sci (Basel)2021 Jan;11(1): 6.Published online 2021 Jan 6.doi:10.3390/bs11010006,1/6/2021,2021,Jan,6
Loneliness and Problematic Internet Use during COVID-19 Lock-Down,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825032/,"Hasah Alheneidi, Loulwah AlSumait, Dalal AlSumait, Andrew P. Smith",Behav Sci (Basel)2021 Jan;11(1): 5.Published online 2021 Jan 6.doi:10.3390/bs11010005,1/6/2021,2021,Jan,6
Outcomes and Correlates of Major Depression in 11 Disaster Studies Using Consistent Methods,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7823870/,"Carol S. North, David Baron",Behav Sci (Basel)2021 Jan;11(1): 4.Published online 2021 Jan 1.doi:10.3390/bs11010004,1/1/2021,2021,Jan,1
The Moderating Effect of Comfort from Companion Animals and Social Support on the Relationship between Microaggressions and Mental Health in LGBTQ+ Emerging Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7822483/,"Angela Matijczak, Shelby E. McDonald, Camie A. Tomlinson, Jennifer L. Murphy, Kelly O’Connor",Behav Sci (Basel)2021 Jan;11(1): 1.Published online 2020 Dec 23.doi:10.3390/bs11010001,12/23/2020,2020,Dec,23
Innovative Self-Confidence Webinar Intervention for Depression in the Workplace: A Focus Group Study and Systematic Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7765479/,"Wan Mohd Azam Wan Mohd Yunus, Peter Musiat, June S. L. Brown",Behav Sci (Basel)2020 Dec;10(12): 193.Published online 2020 Dec 16.doi:10.3390/bs10120193,12/16/2020,2020,Dec,16
Negative (Workaholic) Emotions and Emotional Exhaustion: Might Job Autonomy Have Played a Strategic Role in Workers with Responsibility during the Covid-19 Crisis Lockdown?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7765323/,"Paola Spagnoli, Danila Molinaro",Behav Sci (Basel)2020 Dec;10(12): 192.Published online 2020 Dec 15.doi:10.3390/bs10120192,12/15/2020,2020,Dec,15
The Impacts of the Presence of an Unfamiliar Dog on Emerging Adults’ Physiological and Behavioral Responses Following Social Exclusion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7764974/,"Ilona Papousek, Katharina Reiter-Scheidl, Helmut K. Lackner, Elisabeth M. Weiss, Corinna M. Perchtold-Stefan, Nilüfer Aydin",Behav Sci (Basel)2020 Dec;10(12): 191.Published online 2020 Dec 14.doi:10.3390/bs10120191,12/14/2020,2020,Dec,14
Coping Styles among People with Parkinson’s Disease: A Three-Year Follow-Up Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763158/,"Maria H. Nilsson, Frank Oswald, Sebastian Palmqvist, Björn Slaug",Behav Sci (Basel)2020 Dec;10(12): 190.Published online 2020 Dec 12.doi:10.3390/bs10120190,12/12/2020,2020,Dec,12
Arts Therapies Interventions and Their Outcomes in the Treatment of Eating Disorders: Scoping Review Protocol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763866/,"Monika Bucharová, Andrea Malá, Jiří Kantor, Zuzana Svobodová",Behav Sci (Basel)2020 Dec;10(12): 188.Published online 2020 Dec 9.doi:10.3390/bs10120188,12/9/2020,2020,Dec,9
Influence of Mothers’ Habits on Reading Skills and Emotional Intelligence of University Students: Relationships in the Social and Educational Context,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7762387/,"Elena Jiménez-Pérez, Almudena Barrientos-Báez, David Caldevilla-Domínguez, José Gómez-Galán",Behav Sci (Basel)2020 Dec;10(12): 187.Published online 2020 Dec 7.doi:10.3390/bs10120187,12/7/2020,2020,Dec,7
Underlying Motives for Selected Adventure Recreation Activities: The Case for Eudaimonics and Hedonics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7761632/,"Alan Ewert, Ryan Zwart, Curt Davidson",Behav Sci (Basel)2020 Dec;10(12): 185.Published online 2020 Dec 3.doi:10.3390/bs10120185,12/3/2020,2020,Dec,3
Examining Procrastination among University Students through the Lens of the Self-Regulated Learning Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7760344/,"Pierpaolo Limone, Maria Sinatra, Flavio Ceglie, Lucia Monacis",Behav Sci (Basel)2020 Dec;10(12): 184.Published online 2020 Dec 1.doi:10.3390/bs10120184,12/1/2020,2020,Dec,1
Effects of Self-Mastery on Adolescent and Parental Mental Health through the Mediation of Coping Ability Applying Dyadic Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7761085/,"Chiara Filipponi, Peter J. Schulz, Serena Petrocchi",Behav Sci (Basel)2020 Dec;10(12): 182.Published online 2020 Nov 27.doi:10.3390/bs10120182,11/27/2020,2020,Nov,27
"Numeracy Skills, Cognitive Reserve, and Psychological Well-Being: What Relationship in Late Adult Lifespan?",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700381/,"Maria Chiara Fastame, Silvia Melis",Behav Sci (Basel)2020 Nov;10(11): 176.Published online 2020 Nov 22.doi:10.3390/bs10110176,11/22/2020,2020,Nov,22
Effects of Cognitive Training in Mild Cognitive Impairmentmeasured by Resting State Functional Imaging,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7698473/,"Seungho Kim, Eunhee Park, Hyunsil Cha, Jae-Chang Jung, Tae-Du Jung, Yongmin Chang",Behav Sci (Basel)2020 Nov;10(11): 175.Published online 2020 Nov 17.doi:10.3390/bs10110175,11/17/2020,2020,Nov,17
The Influence of Workload and Work Flexibility on Work-Life Conflict and the Role of Emotional Exhaustion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7697797/,"Gabriele Buruck, Anna-Lisa Pfarr, Marlene Penz, Magdalena Wekenborg, Nicole Rothe, Andreas Walther",Behav Sci (Basel)2020 Nov;10(11): 174.Published online 2020 Nov 16.doi:10.3390/bs10110174,11/16/2020,2020,Nov,16
The Positive Impact and Associated Mechanisms of Physical Activity on Mental Health in Underprivileged Children and Adolescents: An Integrative Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7695200/,"Lauren T. Rose, Andrew Soundy",Behav Sci (Basel)2020 Nov;10(11): 171.Published online 2020 Nov 8.doi:10.3390/bs10110171,11/8/2020,2020,Nov,8
Brain Activations and Functional Connectivity Patterns Associated with Insight-Based and Analytical Anagram Solving,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7695184/,"Dmitry O. Sinitsyn, Ilya S. Bakulin, Alexandra G. Poydasheva, Liudmila A. Legostaeva, Elena I. Kremneva, Dmitry Yu. Lagoda, Andrey Yu. Chernyavskiy, Alexey A. Medyntsev, Natalia A. Suponeva, Michael A. Piradov",Behav Sci (Basel)2020 Nov;10(11): 170.Published online 2020 Nov 8.doi:10.3390/bs10110170,11/8/2020,2020,Nov,8
Developing a Virtual Multicultural Intervention for University Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7694503/,"Kristen Black, Manyu Li",Behav Sci (Basel)2020 Nov;10(11): 168.Published online 2020 Nov 5.doi:10.3390/bs10110168,11/5/2020,2020,Nov,5
