Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
"Knowledge, Perception, and Attitudes during the COVID-19 Pandemic in the Peruvian Population",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604249/,"Jonathan Adrián Zegarra-Valdivia, Brenda Nadia Chino Vilca, Rita Judith Ames Guerrero, Carmen Paredes-Manrique",Behav Sci (Basel)2023 Oct;13(10): 807.Published online 2023 Sep 28.doi:10.3390/bs13100807,9/28/2023,2023,Sep,28
Combating Loneliness in Older Adults during the COVID-19 Pandemic: Findings from a Volunteer-Based Program in Greece,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604287/,"Marianna Balta, Konstantinos Katsas, Chrysoula Grigoropoulou, Dimitrios V. Diamantis, Dimitrios Kalogiannis, Nikolaos Drougos, Eleni Fagogeni, Afroditi Veloudaki, Demosthenes Panagiotakos, Athena Linos",Behav Sci (Basel)2023 Oct;13(10): 804.Published online 2023 Sep 27.doi:10.3390/bs13100804,9/27/2023,2023,Sep,27
Psychological Health and Risk Factors of College Students within the Context of the COVID-19 Pandemic: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604818/,"Feilong Lv, Rui Zhu, Xiaorong Hou, Laihao Fang, Yanzhi Wang, Zhiyin Du, Xiaoni Zhong, Jiaxiu Liu",Behav Sci (Basel)2023 Oct;13(10): 796.Published online 2023 Sep 26.doi:10.3390/bs13100796,9/26/2023,2023,Sep,26
Developing a Short-Form Buss–Warren Aggression Questionnaire Based on Machine Learning,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604583/,"Xiuyu Jiang, Yitian Yang, Junyi Li",Behav Sci (Basel)2023 Oct;13(10): 799.Published online 2023 Sep 26.doi:10.3390/bs13100799,9/26/2023,2023,Sep,26
Determining Hopelessness Levels and Related Factors in Veterinary Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604062/,"Erhan Yüksel, Özlem Yüksel",Behav Sci (Basel)2023 Oct;13(10): 798.Published online 2023 Sep 26.doi:10.3390/bs13100798,9/26/2023,2023,Sep,26
Evaluating the Relative Perceptual Salience of Linguistic and Emotional Prosody in Quiet and Noisy Contexts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10603920/,"Minyue Zhang, Hui Zhang, Enze Tang, Hongwei Ding, Yang Zhang",Behav Sci (Basel)2023 Oct;13(10): 800.Published online 2023 Sep 26.doi:10.3390/bs13100800,9/26/2023,2023,Sep,26
Validation of the Generalized Workplace Harassment Questionnaire for Use with Medical Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604651/,"Marcus A. Henning, Christian U. Krägeloh, Yan Chen, Fiona Moir, Craig S. Webster",Behav Sci (Basel)2023 Oct;13(10): 791.Published online 2023 Sep 23.doi:10.3390/bs13100791,9/23/2023,2023,Sep,23
Examining the Impact of Service Quality on Passengers’ Intentions to Utilize Rail Transport in the Post-Pandemic Era: An Integrated Approach of SERVQUAL and Health Belief Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604726/,"Panuwat Wisutwattanasak, Thanapong Champahom, Sajjakaj Jomnonkwao, Fareeda Aryuyo, Chamroeun Se, Vatanavongs Ratanavaraha",Behav Sci (Basel)2023 Oct;13(10): 789.Published online 2023 Sep 22.doi:10.3390/bs13100789,9/22/2023,2023,Sep,22
"Neurophysiological, Neuroimaging, and Neuropsychological Predictors of Human Alcoholism and Risk",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10604611/,Chella Kamarajan,Behav Sci (Basel)2023 Oct;13(10): 790.Published online 2023 Sep 22.doi:10.3390/bs13100790,9/22/2023,2023,Sep,22
"The Influence of a Girls’ Health and Well-Being Program on Body Image, Self-Esteem, and Physical Activity Enjoyment",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10525767/,"Kellie Walters, Chrissy Chard, Esmeralda Castro, Devin Nelson",Behav Sci (Basel)2023 Sep;13(9): 783.Published online 2023 Sep 21.doi:10.3390/bs13090783,9/21/2023,2023,Sep,21
