Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Compassion Catalysts: Unveiling Proactive Pathways to Job Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813367/,"Yongjun Choi, Sung-Hoon Ko",Behav Sci (Basel)2024 Jan;14(1): 57.Published online 2024 Jan 16.doi:10.3390/bs14010057,1/16/2024,2024,Jan,16
Imagine Being Humble: Integrating Imagined Intergroup Contact and Cultural Humility to Foster Inclusive Intergroup Relations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813091/,"Emilio Paolo Visintin, Marika Rullo, Calogero Lo Destro",Behav Sci (Basel)2024 Jan;14(1): 51.Published online 2024 Jan 14.doi:10.3390/bs14010051,1/14/2024,2024,Jan,14
Maternal Pregnancy and Pre-Pregnancy Weight and Behavioural Outcomes in Children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812996/,"Berihun A. Dachew, Akilew A. Adane, Rosa Alati",Behav Sci (Basel)2024 Jan;14(1): 49.Published online 2024 Jan 12.doi:10.3390/bs14010049,1/12/2024,2024,Jan,12
How Information Framing Nudges Acceptance of China’s Delayed Retirement Policy: A Moderated Mediation Model of Anchoring Effects and Perceived Fairness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813084/,"Weixi Zeng, Lixia Zhao, Wenlong Zhao, Yijing Zhang",Behav Sci (Basel)2024 Jan;14(1): 45.Published online 2024 Jan 10.doi:10.3390/bs14010045,1/10/2024,2024,Jan,10
Measurement Invariance of the Multidimensional Jealousy Scale and Quality of Relationships Inventory (Friend),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812790/,"Ãngela Leite, Beatriz Silva, Beatriz Vilela, Inês Rodrigues, Joana Fernandes, Joana Romão, Ana Margarida Ribeiro",Behav Sci (Basel)2024 Jan;14(1): 44.Published online 2024 Jan 10.doi:10.3390/bs14010044,1/10/2024,2024,Jan,10
Bidirectional Relationship between Positive Parenting Behavior and Children’s Self-Regulation: A Three-Wave Longitudinal Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813346/,"Su Wang, Xiaosong Gai",Behav Sci (Basel)2024 Jan;14(1): 38.Published online 2024 Jan 5.doi:10.3390/bs14010038,1/5/2024,2024,Jan,5
By Carrot or by Stick: The Influence of Encouraging and Discouraging Facial Feedback on Implicit Rule Learning,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812984/,"Yiling Liu, Muxin Ouyang, Wenjie Peng, Wenyang Zhang, Keming Lu, Yujun He, Xiangyan Zeng, Jie Yuan",Behav Sci (Basel)2024 Jan;14(1): 36.Published online 2024 Jan 5.doi:10.3390/bs14010036,1/5/2024,2024,Jan,5
Asian American University Students’ Experiences during the COVID-19 Pandemic: A Qualitative Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813077/,"Jacqueline Hwang, Yi Ding, Cixin Wang, Eric Chen, Ying Wu, Xiaoyan Hu",Behav Sci (Basel)2024 Jan;14(1): 34.Published online 2024 Jan 3.doi:10.3390/bs14010034,1/3/2024,2024,Jan,3
Bidirectional Relationship between Adolescent Gender Egalitarianism and Prosocial Behavior,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812801/,"Xinyuan Fu, Ruoran Fu, Yanping Chang, Zhixu Yang",Behav Sci (Basel)2024 Jan;14(1): 33.Published online 2024 Jan 2.doi:10.3390/bs14010033,1/2/2024,2024,Jan,2
Exploring the Psychological Nexus of Virtual and Augmented Reality on Physical Activity in Older Adults: A Rapid Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813312/,"Andrea Chirico, Marco Avellone, Tommaso Palombi, Fabio Alivernini, Guido Alessandri, Lorenzo Filosa, Jessica Pistella, Roberto Baiocco, Fabio Lucidi",Behav Sci (Basel)2024 Jan;14(1): 31.Published online 2023 Dec 31.doi:10.3390/bs14010031,12/31/2023,2023,Dec,31
Shifting Perceptions and Emotional Responses to Autonomous Vehicles Using Simulated Experiences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813087/,"Jose L. Tapia, David Sánchez-Borda, Carmen Iniesta, Francisco Badea, Jon Andoni Duñabeitia",Behav Sci (Basel)2024 Jan;14(1): 29.Published online 2023 Dec 30.doi:10.3390/bs14010029,12/30/2023,2023,Dec,30
The Discrepancy between Subjective and Objective Evaluations of Cognitive and Functional Ability among People with Schizophrenia: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812940/,"Molly Harris, Emily Blanco, Hunter Howie, Melisa Rempfer",Behav Sci (Basel)2024 Jan;14(1): 30.Published online 2023 Dec 30.doi:10.3390/bs14010030,12/30/2023,2023,Dec,30
The Association between Lifestyles (Walking/Diet) and Cultural Intelligence: A New Attempt to Apply Health Science to Cross-Cultural Research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812950/,"Keisuke Kokubun, Kiyotaka Nemoto, Yoshinori Yamakawa",Behav Sci (Basel)2024 Jan;14(1): 28.Published online 2023 Dec 29.doi:10.3390/bs14010028,12/29/2023,2023,Dec,29
"Structural Relationships between Counselors’ Sense of Calling, Meaning of Work, Living a Calling, and Psychological Burnout",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813401/,"Shanshu He, Hyesun Kang, Linan Ren, Yiran Li",Behav Sci (Basel)2024 Jan;14(1): 24.Published online 2023 Dec 28.doi:10.3390/bs14010024,12/28/2023,2023,Dec,28
"Investigating Structural Relationships between Professional Identity, Learning Engagement, Academic Self-Efficacy, and University Support: Evidence from Tourism Students in China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813133/,"Qian Chen, Qingchuo Zhang, Fenglong Yu, Bing Hou",Behav Sci (Basel)2024 Jan;14(1): 26.Published online 2023 Dec 28.doi:10.3390/bs14010026,12/28/2023,2023,Dec,28
Navigating the Shadows of Others’ Traumas: An In-Depth Examination of Secondary Traumatic Stress and Psychological Distress among Rescue Professionals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813387/,"Nazia Noureen, Seema Gul, Aneela Maqsood, Humaira Hakim, Arooj Yaswi",Behav Sci (Basel)2024 Jan;14(1): 21.Published online 2023 Dec 27.doi:10.3390/bs14010021,12/27/2023,2023,Dec,27
"Energizing Workplace Dynamics: Exploring the Nexus of Relational Energy, Humor, and PsyCap for Enhanced Engagement and Performance",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813194/,"Medina Braha, Ahu Tuğba Karabulut",Behav Sci (Basel)2024 Jan;14(1): 23.Published online 2023 Dec 27.doi:10.3390/bs14010023,12/27/2023,2023,Dec,27
The Impact of Extraversion and Introversion on Millennials Propensity to Recommend Their Preferred Fitness Center,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812740/,"Dan-Cristian Dabija, Luiela Magdalena Csorba, Nicolae Horațiu Pop, Daniel-Rareș Obadă",Behav Sci (Basel)2024 Jan;14(1): 22.Published online 2023 Dec 27.doi:10.3390/bs14010022,12/27/2023,2023,Dec,27
Psychometric Properties of a Cyberaggression Measure in Mexican Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813469/,"Christián Denisse Navarro-Rodríguez, Sheri Bauman, José Ángel Vera Noriega, Angel Emigdio Lagarda Lagarda",Behav Sci (Basel)2024 Jan;14(1): 19.Published online 2023 Dec 25.doi:10.3390/bs14010019,12/25/2023,2023,Dec,25
Parental Burnout and Prosocial Behavior among Chinese Adolescents: The Role of Empathy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812745/,"Qichen Wang, Yue Lin, Ziwen Teuber, Fangmin Li, Yanjie Su",Behav Sci (Basel)2024 Jan;14(1): 17.Published online 2023 Dec 25.doi:10.3390/bs14010017,12/25/2023,2023,Dec,25
Illness Experiences of Brazilian People Who Were Hospitalized Due to COVID-19 and Faced Long COVID Repercussions in Their Daily Life: A Constructivist Grounded Theory Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813415/,"Francielle Renata Danielli Martins Marques, Carlos Laranjeira, Lígia Carreira, Adriana Martins Gallo, Wanessa Cristina Baccon, Marcelle Paiano, Vanessa Denardi Antoniassi Baldissera, Maria Aparecida Salci",Behav Sci (Basel)2024 Jan;14(1): 14.Published online 2023 Dec 23.doi:10.3390/bs14010014,12/23/2023,2023,Dec,23
The Lexicon and Morphosyntax of Child Spanish as Predictors of Inhibition,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812907/,"John Grinstead, Nina Sorine",Behav Sci (Basel)2024 Jan;14(1): 12.Published online 2023 Dec 22.doi:10.3390/bs14010012,12/22/2023,2023,Dec,22
"I Do Not Want to Miss a Thing! Consequences of Employees’ Workplace Fear of Missing Out for ICT Use, Well-Being, and Recovery Experiences",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812831/,"Linda-Elisabeth Reimann, Carmen Binnewies, Phillip Ozimek, Sophie Loose",Behav Sci (Basel)2024 Jan;14(1): 8.Published online 2023 Dec 22.doi:10.3390/bs14010008,12/22/2023,2023,Dec,22
The Father’s Part: A Pilot Evaluation of a Father-Centered Family Intervention Group in Child and Adolescent Psychiatry,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812738/,"Stefan Mestermann, Jonas Markus Kleinöder, Marie Arndt, Josef Krämer, Anna Eichler, Oliver Kratz",Behav Sci (Basel)2024 Jan;14(1): 13.Published online 2023 Dec 22.doi:10.3390/bs14010013,12/22/2023,2023,Dec,22
Family Attitudes towards Multilingualism in Bilingual Education Programs and Their Relationship with Academic Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812923/,"Jorge González Alonso, Jon Andoni Duñabeitia",Behav Sci (Basel)2024 Jan;14(1): 6.Published online 2023 Dec 21.doi:10.3390/bs14010006,12/21/2023,2023,Dec,21
"Exploring the Interplay of Competition and Justice: A Moderated Mediation Model of Competitive Psychological Climate, Workplace Envy, Interpersonal Citizenship Behavior, and Organizational Justice",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812644/,"Sevcan Yıldız, Engin Üngüren, Ömer Akgün Tekin, Engin Derman",Behav Sci (Basel)2024 Jan;14(1): 5.Published online 2023 Dec 21.doi:10.3390/bs14010005,12/21/2023,2023,Dec,21
Digital Leadership’s Influence on Individual Creativity and Employee Performance: A View through the Generational Lens,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813033/,"Volkan Öngel, Ayşe Günsel, Gülşah Gençer Çelik, Erkut Altındağ, Hasan Sadık Tatlı",Behav Sci (Basel)2024 Jan;14(1): 3.Published online 2023 Dec 20.doi:10.3390/bs14010003,12/20/2023,2023,Dec,20
The Role of Empathic Communication in the Relationship between Servant Leadership and Workplace Loneliness: A Serial Mediation Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10812758/,"Jiaying Jin, Hiroshi Ikeda",Behav Sci (Basel)2024 Jan;14(1): 4.Published online 2023 Dec 20.doi:10.3390/bs14010004,12/20/2023,2023,Dec,20
The Effect of Socioeconomically Disadvantaged Stereotype Threat on Inhibitory Control in Individuals with Different Household Incomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740926/,"Shanshan Wang, Dong Yang",Behav Sci (Basel)2023 Dec;13(12): 1016.Published online 2023 Dec 18.doi:10.3390/bs13121016,12/18/2023,2023,Dec,18
"Understanding the Purchase Decisions of Silver Consumers in Short-Form Video Platforms from the Perspective of Existence, Relatedness, and Growth Needs",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741116/,"Xicheng Yin, Yicheng Li, Rui Gao, Jieqiong Li, Hongwei Wang",Behav Sci (Basel)2023 Dec;13(12): 1011.Published online 2023 Dec 13.doi:10.3390/bs13121011,12/13/2023,2023,Dec,13
"Who Will Save the Savior? The Relationship between Therapists’ Secondary Traumatic Stress, Secondary Stress Self-Efficacy, and Attitudes toward Trauma-Informed Care",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740790/,"Miriam Rivka Miller Itay, Maria Nicoleta Turliuc",Behav Sci (Basel)2023 Dec;13(12): 1012.Published online 2023 Dec 13.doi:10.3390/bs13121012,12/13/2023,2023,Dec,13
Digitally Assisted Mindfulness in Training Self-Regulation Skills for Sustainable Mental Health: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740653/,"Eleni Mitsea, Athanasios Drigas, Charalabos Skianis",Behav Sci (Basel)2023 Dec;13(12): 1008.Published online 2023 Dec 10.doi:10.3390/bs13121008,12/10/2023,2023,Dec,10
The Impact of Mindful Learning on Subjective and Psychological Well-Being in Postgraduate Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740441/,"Qing Wang, Yuanyuan Zhang, Ying Zhang, Tingwei Chen",Behav Sci (Basel)2023 Dec;13(12): 1009.Published online 2023 Dec 10.doi:10.3390/bs13121009,12/10/2023,2023,Dec,10
Exposure to the Death of Others during the COVID-19 Pandemic: Growing Mistrust in Medical Institutions as a Result of Personal Loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741189/,"Brian J. Gully, Hayley Treloar Padovano, Samantha E. Clark, Gabriel J. Muro, Mollie A. Monnig",Behav Sci (Basel)2023 Dec;13(12): 999.Published online 2023 Dec 7.doi:10.3390/bs13120999,12/7/2023,2023,Dec,7
"Relationships between Math Skills, Motor Skills, Physical Activity, and Obesity in Typically Developing Preschool Children",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740894/,"Pedro Flores, Eduarda Coelho, Isabel Mourão-Carvalhal, Pedro Forte",Behav Sci (Basel)2023 Dec;13(12): 1000.Published online 2023 Dec 7.doi:10.3390/bs13121000,12/7/2023,2023,Dec,7
Depression and Anxiety among Undergraduate Health Science Students: A Scoping Review of the Literature,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740739/,"Gerald Agyapong-Opoku, Belinda Agyapong, Gloria Obuobi-Donkor, Ejemai Eboreime",Behav Sci (Basel)2023 Dec;13(12): 1002.Published online 2023 Dec 7.doi:10.3390/bs13121002,12/7/2023,2023,Dec,7
Left-Behind Experiences and Cyberbullying Behavior in Chinese College Students: The Mediation of Sense of Security and the Moderation of Gender,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740690/,"Haiying Wang, Shuang Wu, Weichen Wang, Yuming Xiao",Behav Sci (Basel)2023 Dec;13(12): 1001.Published online 2023 Dec 7.doi:10.3390/bs13121001,12/7/2023,2023,Dec,7
Remembering the Past with Today’s Technology: A Scoping Review of Reminiscence-Based Digital Storytelling with Older Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741197/,"Ling Xu, Noelle L. Fields, M. Christine Highfill, Brooke A. Troutman",Behav Sci (Basel)2023 Dec;13(12): 998.Published online 2023 Dec 4.doi:10.3390/bs13120998,12/4/2023,2023,Dec,4
"Everyday Activities of Older Adults in Tianjin, China: Coupling Constraints, Gendered Mobilities and Social Context",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740803/,"Yaqian Mao, Tomoko Kubo",Behav Sci (Basel)2023 Dec;13(12): 996.Published online 2023 Dec 4.doi:10.3390/bs13120996,12/4/2023,2023,Dec,4
"Creativity as a Positive Factor in the Adolescence Stage: Relations with Academic Performance, Stress and Self-Esteem",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740570/,"Alba González Moreno, María del Mar Molero Jurado",Behav Sci (Basel)2023 Dec;13(12): 997.Published online 2023 Dec 4.doi:10.3390/bs13120997,12/4/2023,2023,Dec,4
"Haptic Nudging Using a Wearable Device to Promote Upper Limb Activity during Stroke Rehabilitation: Exploring Diurnal Variation, Repetition, and Duration of Effect",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740938/,"Nada Signal, Sharon Olsen, Usman Rashid, Ruth McLaren, Alain Vandal, Marcus King, Denise Taylor",Behav Sci (Basel)2023 Dec;13(12): 995.Published online 2023 Dec 2.doi:10.3390/bs13120995,12/2/2023,2023,Dec,2
The Mediating Role of Acceptance Action and Self-Care in Diabetes Self-Stigma’s Impact on Type 2 Diabetes Quality of Life: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740683/,Kawoun Seo,Behav Sci (Basel)2023 Dec;13(12): 993.Published online 2023 Dec 1.doi:10.3390/bs13120993,12/1/2023,2023,Dec,1
Prosocial Behaviours and Resilience in School Coexistence: Implications of Creative Self-Efficacy and Stress in Adolescents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740905/,"Alba González Moreno, María del Mar Molero Jurado",Behav Sci (Basel)2023 Dec;13(12): 988.Published online 2023 Nov 30.doi:10.3390/bs13120988,11/30/2023,2023,Nov,30
The Influence of Personal Evaluation and Social Support on Career Expectations of College Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740841/,"Rui Wang, Mengru Wang, Georgi V. Georgiev",Behav Sci (Basel)2023 Dec;13(12): 992.Published online 2023 Nov 30.doi:10.3390/bs13120992,11/30/2023,2023,Nov,30
The Relationship between Physical Activity and Psychosocial Well-Being during and after COVID-19 Lockdown,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740429/,Anna Rosa Donizzetti,Behav Sci (Basel)2023 Dec;13(12): 986.Published online 2023 Nov 29.doi:10.3390/bs13120986,11/29/2023,2023,Nov,29
Examining Medical Staff Well-Being through the Application and Extension of the Job Demands–Resources Model: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741122/,"Tiantian Jing, Xiaoyan Li, Chenhao Yu, Mayangzong Bai, Zhiruo Zhang, Sisi Li",Behav Sci (Basel)2023 Dec;13(12): 979.Published online 2023 Nov 28.doi:10.3390/bs13120979,11/28/2023,2023,Nov,28
