Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
"Attention Paid by Children of Rural Mapuche, Urban Mapuche and Non-Indigenous Chilean Backgrounds to Interactions Directed at Others",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351491/,"Rebeca Muñoz, Paula Alonqueo",Behav Sci (Basel)2024 Aug;14(8): 689.Published online 2024 Aug 8.doi:10.3390/bs14080689,8/8/2024,2024,Aug,8
Exploring Pragmatic Factors on the Logical Relationships of Conditional Reasoning: A Study of Counterfactual and Hypothetical Conditionals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351385/,"Lingda Kong, Yanting Sun, Xiaoming Jiang",Behav Sci (Basel)2024 Aug;14(8): 686.Published online 2024 Aug 8.doi:10.3390/bs14080686,8/8/2024,2024,Aug,8
The Relationship between Parental Educational Involvement and Learning Engagement among Chinese Middle School Students: The Mediating Effect of Gratitude and Hope,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351270/,"Fang Chen, Jinhong Wang, Wenyuan Zhang, Peijuan Li, Yadi Zeng, Hongyu Zou",Behav Sci (Basel)2024 Aug;14(8): 687.Published online 2024 Aug 8.doi:10.3390/bs14080687,8/8/2024,2024,Aug,8
Physical Activity and Subjective Vitality in Female University Students: The Mediating Role of Decisional Balance and Enjoyment of the Activity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352169/,"Manuel Jesús de la Torre-Cruz, Alba Rusillo-Magdaleno, José Luis Solas-Martínez, José Enrique Moral García",Behav Sci (Basel)2024 Aug;14(8): 685.Published online 2024 Aug 7.doi:10.3390/bs14080685,8/7/2024,2024,Aug,7
"Tennis Coaches’ Self-Determined Motivation and Achievement Goals: Links between Coach-Created Motivational Climate, Work Engagement, and Well-Being",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352129/,"Aristea Kiamouri, Maria Angeli, Charalampos Krommidas, Nikolaos Digelidis, Konstantina Karatrantou",Behav Sci (Basel)2024 Aug;14(8): 681.Published online 2024 Aug 6.doi:10.3390/bs14080681,8/6/2024,2024,Aug,6
Investigating the Impact of the AI-Supported 5E (AI-s5E) Instructional Model on Spatial Ability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351208/,"Nejla Gürefe, Gülfem Sarpkaya Aktaş, Hava Öksüz",Behav Sci (Basel)2024 Aug;14(8): 682.Published online 2024 Aug 6.doi:10.3390/bs14080682,8/6/2024,2024,Aug,6
Relationships between Resilience and Self-Efficacy in the Prosocial Behavior of Chilean Elementary School Teachers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352048/,"Sonia Salvo-Garrido, Karina Polanco-Levicán, Sergio Dominguez-Lara, Manuel Mieres-Chacaltana, José Luis Gálvez-Nieto",Behav Sci (Basel)2024 Aug;14(8): 678.Published online 2024 Aug 5.doi:10.3390/bs14080678,8/5/2024,2024,Aug,5
Brief Cognitive Behavioral Therapy for Depression and Anxiety in Patients with Schizophrenia in Psychiatric Home Nursing Service: Pilot Randomized Controlled Trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351661/,"Masayuki Katsushima, Eiji Shimizu",Behav Sci (Basel)2024 Aug;14(8): 680.Published online 2024 Aug 5.doi:10.3390/bs14080680,8/5/2024,2024,Aug,5
Sanity through Insanity: The Use of Dark Humor among United States Veterans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351593/,"Stephen M. Yoshimura, Gregory Bilbrey, Stevi A. Johns, Kristin Hall, Nathan Moore",Behav Sci (Basel)2024 Aug;14(8): 679.Published online 2024 Aug 5.doi:10.3390/bs14080679,8/5/2024,2024,Aug,5
Consumers’ Psychology Regarding Attachment to Social Media and Usage Frequency: A Mediated-Moderated Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351176/,"Cem Karayalçın, Eyyup Yaraş",Behav Sci (Basel)2024 Aug;14(8): 676.Published online 2024 Aug 5.doi:10.3390/bs14080676,8/5/2024,2024,Aug,5
Optimizing Telework with Exercise: An Exploration of the Curvilinear Relationship between Telework Intensity and Work Engagement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351627/,"Weiwei Huo, Bingqian Liang, Yongmei Liang, Mengli Song, Yixin Wang",Behav Sci (Basel)2024 Aug;14(8): 674.Published online 2024 Aug 3.doi:10.3390/bs14080674,8/3/2024,2024,Aug,3
Psychopathic Traits in Adult versus Adolescent Males: Measurement Invariance across the PCL-R and PCL:YV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351526/,"Darlene A. Ngo, Craig S. Neumann, J. Michael Maurer, Carla Harenski, Kent A. Kiehl",Behav Sci (Basel)2024 Aug;14(8): 672.Published online 2024 Aug 2.doi:10.3390/bs14080672,8/2/2024,2024,Aug,2
Understanding Users’ Acceptance of Artificial Intelligence Applications: A Literature Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351494/,"Pengtao Jiang, Wanshu Niu, Qiaoli Wang, Ruizhi Yuan, Keyu Chen",Behav Sci (Basel)2024 Aug;14(8): 671.Published online 2024 Aug 2.doi:10.3390/bs14080671,8/2/2024,2024,Aug,2
Addressing the “Lying Flat” Challenge in China: Incentive Mechanisms for New-Generation Employees through a Moderated Mediation Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351220/,"Jie Zhou, Junqing Yang, Bonoua Faye",Behav Sci (Basel)2024 Aug;14(8): 670.Published online 2024 Aug 2.doi:10.3390/bs14080670,8/2/2024,2024,Aug,2
Pathways from Family Functioning to Internet Gaming Disorder: The Mediating Role of the Dark Triad,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351131/,"Danilo Calaresi, Valeria Verrastro, Fiorenza Giordano, Janine Gullo, Valeria Saladino",Behav Sci (Basel)2024 Aug;14(8): 668.Published online 2024 Aug 2.doi:10.3390/bs14080668,8/2/2024,2024,Aug,2
Connections between Parental Emotion Socialization and Internalizing Problems in Adolescents: Examining the Mediating Role of Emotion Regulation Strategies and Moderating Effect of Gender,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351946/,"Xiaowei Guo, Ruichao Jiao, Jingxin Wang",Behav Sci (Basel)2024 Aug;14(8): 660.Published online 2024 Aug 1.doi:10.3390/bs14080660,8/1/2024,2024,Aug,1
Scale to Evaluate Employee Experience: Evidence of Validity and Reliability in Regular Basic Education Teachers in the Peruvian Context,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351245/,"Nilton Acuña-Hurtado, Elizabeth Emperatriz García-Salirrosas, Miluska Villar-Guevara, Israel Fernández-Mallma",Behav Sci (Basel)2024 Aug;14(8): 667.Published online 2024 Aug 1.doi:10.3390/bs14080667,8/1/2024,2024,Aug,1
Internal Strengths for Adverse Life Events,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351213/,"Jian Zhao, Elaine Chapman, Stephen Houghton",Behav Sci (Basel)2024 Aug;14(8): 665.Published online 2024 Aug 1.doi:10.3390/bs14080665,8/1/2024,2024,Aug,1
"Stress, Coping, and Adjustment of International Students during COVID-19: A Quantitative Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351127/,"Ying Wu, Yi Ding, Tamique Ridgard, Akane Zusho, Xiaoyan Hu",Behav Sci (Basel)2024 Aug;14(8): 663.Published online 2024 Aug 1.doi:10.3390/bs14080663,8/1/2024,2024,Aug,1
"The Influence of a Reflective Identity Leadership Intervention on Perceived Identity Leadership, Social Identity, and Psychological Safety in Cricket",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351738/,"Adam Hoult, Paul Mansell, Matthew J. Slater",Behav Sci (Basel)2024 Aug;14(8): 655.Published online 2024 Jul 29.doi:10.3390/bs14080655,7/29/2024,2024,Jul,29
The Chain-Mediating Effects of Mindfulness and Sense of Control on Corporate Employees’ Mental Health Problems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351485/,"Xiaoran Li, Xiaoli Ni, Juguo Zhang",Behav Sci (Basel)2024 Aug;14(8): 654.Published online 2024 Jul 29.doi:10.3390/bs14080654,7/29/2024,2024,Jul,29
Identity Disturbance in the Digital Era during the COVID-19 Pandemic: The Adverse Effects of Social Media and Job Stress,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352195/,"Bojan Obrenovic, Danijela Godinic, Gang Du, Akmal Khudaykulov, Hui Gan",Behav Sci (Basel)2024 Aug;14(8): 648.Published online 2024 Jul 27.doi:10.3390/bs14080648,7/27/2024,2024,Jul,27
Promoting Psychosocial Adjustments of Cross-Border Students in Hong Kong: A Resilience and Social Capital Framework,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351334/,"Qiaobing Wu, Hui Qiu",Behav Sci (Basel)2024 Aug;14(8): 650.Published online 2024 Jul 27.doi:10.3390/bs14080650,7/27/2024,2024,Jul,27
“All You Need Is Love” a Social Network Approach to Understanding Attachment Networks in Adulthood,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352199/,"Junnan Tian, Harry Freeman",Behav Sci (Basel)2024 Aug;14(8): 647.Published online 2024 Jul 26.doi:10.3390/bs14080647,7/26/2024,2024,Jul,26
"Parasomnias in Post-Secondary Students: Prevalence, Distress, and Coping Strategies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351849/,"Catherine S. Fichten, Eva Libman, Sally Bailes, Mary Jorgensen, Alice Havel, Yuxuan Qin, Laura Creti, Huanan Liao, Bianca Zlotea, Christine Vo, Jillian Budd, Abigaelle Vasseur, Tanya Pierre-Sindor, Georgiana Costin",Behav Sci (Basel)2024 Aug;14(8): 646.Published online 2024 Jul 26.doi:10.3390/bs14080646,7/26/2024,2024,Jul,26
The Impact of Cognitive Load on Cooperation and Antisocial Punishment: Insights from a Public Goods Game Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352104/,"Yanru Zhao, Zhuoran Li, Shan Jin, Xiaomeng Zhang",Behav Sci (Basel)2024 Aug;14(8): 638.Published online 2024 Jul 25.doi:10.3390/bs14080638,7/25/2024,2024,Jul,25
"The Depression, Anxiety, and Stress of Student-Athletes from a Pre- to Post-COVID-19 World",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352066/,"Georgia A. Bird, Jennifer Cumming, Mary L. Quinton",Behav Sci (Basel)2024 Aug;14(8): 642.Published online 2024 Jul 25.doi:10.3390/bs14080642,7/25/2024,2024,Jul,25
The Roles of Rule Type and Word Term in the Deductive Reasoning of Adults with and without Dyslexia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11352034/,"Janette B. Jacobs, James H. Smith-Spark, Elizabeth J. Newton",Behav Sci (Basel)2024 Aug;14(8): 635.Published online 2024 Jul 25.doi:10.3390/bs14080635,7/25/2024,2024,Jul,25
The Reliability of Field-Based Static and Dynamic Balance Tests in Primary School-Aged Autistic Children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351773/,"Emma Baldwin, Sharon Kinsella, Paul J. Byrne",Behav Sci (Basel)2024 Aug;14(8): 640.Published online 2024 Jul 25.doi:10.3390/bs14080640,7/25/2024,2024,Jul,25
Medical Professionalism and Its Association with Dropout Intention in Peruvian Medical Students during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11351192/,"Dante E. Hancco-Monrroy, Luz M. Caballero-Apaza, Denices Abarca-Fernández, Jesus M. Castagnetto, Fany A. Condori-Cardoza, Raul De-Lama Moran, Jose R. Carhuancho-Aguilar, Sandra Gutierrez, Martha Gonzales, Nancy Berduzco, Roberto C. Delgado Bolton, Montserrat San-Martín, Luis Vivanco",Behav Sci (Basel)2024 Aug;14(8): 641.Published online 2024 Jul 25.doi:10.3390/bs14080641,7/25/2024,2024,Jul,25
