Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Changes of Solitude Behaviors among College Students: A Latent Transition Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118796/,"Tour Liu, Fuyu Wan, Xurong Lu",Behav Sci (Basel)2024 May;14(5): 385.Published online 2024 May 2.doi:10.3390/bs14050385,5/2/2024,2024,May,2
“Take It One Dilation at a Time”: Caregiver Perspectives of Postoperative Anal Dilations in Pediatric Patients with Colorectal Conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118838/,"Lea A. Wehrli, Merlin Ariefdjohan, Jill Ketzer, Kristina Matkins, Luis De la Torre, Andrea Bischoff, Laura Judd-Glossy",Behav Sci (Basel)2024 May;14(5): 379.Published online 2024 Apr 30.doi:10.3390/bs14050379,4/30/2024,2024,Apr,30
Developmental Profile in Children Aged 3–6 Years: Down Syndrome vs. Autism Spectrum Disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117480/,"Patricia López Resa, Esther Moraleda Sepúlveda",Behav Sci (Basel)2024 May;14(5): 380.Published online 2024 Apr 30.doi:10.3390/bs14050380,4/30/2024,2024,Apr,30
Negative Emotions Will Be Welcomed: The Effect of Upward Comparison on Counterhedonic Consumption,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118864/,"Shichang Liang, Tingting Zhang, Jingyi Li, Yiwei Zhang, Yu Tang, Lehua Bi, Feng Hu, Xueying Yuan",Behav Sci (Basel)2024 May;14(5): 374.Published online 2024 Apr 29.doi:10.3390/bs14050374,4/29/2024,2024,Apr,29
The Effects of Live Streamer’s Facial Attractiveness and Product Type on Consumer Purchase Intention: An Exploratory Study with Eye Tracking Technology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118043/,"Rui Shi, Minghao Wang, Tongjia Qiao, Junchen Shang",Behav Sci (Basel)2024 May;14(5): 375.Published online 2024 Apr 29.doi:10.3390/bs14050375,4/29/2024,2024,Apr,29
Parental Educational Expectations and Academic Achievement of Left-Behind Children in China: The Mediating Role of Parental Involvement,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118807/,"Jian Li, Eryong Xue, Huiyuan You",Behav Sci (Basel)2024 May;14(5): 371.Published online 2024 Apr 28.doi:10.3390/bs14050371,4/28/2024,2024,Apr,28
Exploring the Impact of a Supportive Work Environment on Chinese L2 Teachers’ Emotions: A Partial Least Squares-SEM Approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117872/,"Yonghong Zeng, Jiaying Yu, Hanwei Wu, Wentao Liu",Behav Sci (Basel)2024 May;14(5): 370.Published online 2024 Apr 28.doi:10.3390/bs14050370,4/28/2024,2024,Apr,28
Flourishing in Education: Psychometric Properties of the Flourishing Scale in a Sample of Romanian Teachers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118084/,"Beatrice Adriana Balgiu, Andrei Simionescu-Panait",Behav Sci (Basel)2024 May;14(5): 366.Published online 2024 Apr 26.doi:10.3390/bs14050366,4/26/2024,2024,Apr,26
Evidence-Based Reconstruction of Memories of a Disdainful Hookup: Identifying Risk Factors and Preventing Further Victimization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117761/,"Lidia Puigvert, Ramon Flecha, Sandra Racionero-Plaza",Behav Sci (Basel)2024 May;14(5): 367.Published online 2024 Apr 26.doi:10.3390/bs14050367,4/26/2024,2024,Apr,26
Differences in Cold and Hot Decision-Making between Gambling and Other Addictions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117940/,"Sara Meca, Francisco Molins, Maragda Puigcerver, Miguel Ángel Serrano",Behav Sci (Basel)2024 May;14(5): 365.Published online 2024 Apr 25.doi:10.3390/bs14050365,4/25/2024,2024,Apr,25
Latent Profile Analysis of Suicidal Ideation in Chinese Individuals with Bipolar Disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117804/,"Yanmeng Pan, Huaizhi Wang, Yimeng Geng, Jianbo Lai, Shaohua Hu",Behav Sci (Basel)2024 May;14(5): 360.Published online 2024 Apr 25.doi:10.3390/bs14050360,4/25/2024,2024,Apr,25
Burnout and Quality of Work Life among Physicians during Internships in Public Hospitals in Thailand,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117651/,"Vithawat Surawattanasakul, Wuttipat Kiratipaisarl, Penprapa Siviroj",Behav Sci (Basel)2024 May;14(5): 361.Published online 2024 Apr 25.doi:10.3390/bs14050361,4/25/2024,2024,Apr,25
How Does Digital Leadership Foster Employee Innovative Behavior: A Cognitive–Affective Processing System Perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117572/,"Pengbin Gao, Yinghui Gao",Behav Sci (Basel)2024 May;14(5): 362.Published online 2024 Apr 25.doi:10.3390/bs14050362,4/25/2024,2024,Apr,25
The Impact of the Global Pandemic on Veterans with Serious Mental Illness (SMI): Healthcare Utilization and Mortality,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117568/,"Isabella Soreca, Monique Boudreaux-Kelly, Yeon-Jung Seo, Gretchen Haas",Behav Sci (Basel)2024 May;14(5): 356.Published online 2024 Apr 24.doi:10.3390/bs14050356,4/24/2024,2024,Apr,24
"The Effects of the COVID-19 Pandemic on Healthcare Providers’ Mental Health: Experiences at Kenyatta National Hospital, Kenya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118936/,"Vallery Ogello, Nicholas Thuo, Phelix Okello, Njeri Wairimu, Paul Mwangi, Gakuo Maina, Harrison Mwenda, Paul Mutua, John Kinuthia, Linnet Ongeri, Nelly Mugo, Kenneth Ngure",Behav Sci (Basel)2024 May;14(5): 351.Published online 2024 Apr 23.doi:10.3390/bs14050351,4/23/2024,2024,Apr,23
"Self-Control, Openness, Personal Need for Structure and Compensatory Control Change: A Serial Mediation Investigation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11118860/,"Yuan Zhao, Yuying Wang, Liuqing Wei, Yu Ma, Yunyun Chen, Xuemin Zhang",Behav Sci (Basel)2024 May;14(5): 352.Published online 2024 Apr 23.doi:10.3390/bs14050352,4/23/2024,2024,Apr,23
Visual Field Restriction in the Recognition of Basic Facial Expressions: A Combined Eye Tracking and Gaze Contingency Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11117586/,"Melina Boratto Urtado, Rafael Delalibera Rodrigues, Sergio Sheiji Fukusima",Behav Sci (Basel)2024 May;14(5): 355.Published online 2024 Apr 23.doi:10.3390/bs14050355,4/23/2024,2024,Apr,23
Adaptation and Validation of the 3 × 2 Achievement Goals Questionnaire in a Population of Athletes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11047538/,"Cristina García-Romero, Elkin Eduardo Roldan-Aguilar, Carlos Alberto Hurtado-Castaño, Josune Rodríguez-Negro, Oliver Ramos-Álvarez",Behav Sci (Basel)2024 Apr;14(4): 350.Published online 2024 Apr 22.doi:10.3390/bs14040350,4/22/2024,2024,Apr,22
The Influence of Muslim and Christian Destinations on Tourists’ Behavioural Intentions and Risk Perceptions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11047454/,"Rita R. Carballo, Carmelo J. León, María M. Carballo",Behav Sci (Basel)2024 Apr;14(4): 347.Published online 2024 Apr 22.doi:10.3390/bs14040347,4/22/2024,2024,Apr,22
Does the Cognitive Reflection Test Work with Chinese College Students? Evidence from a Time-Limited Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11047395/,"Zhaoxian Li, Shangsong Yan, Jie Liu, Wei Bao, Junlong Luo",Behav Sci (Basel)2024 Apr;14(4): 348.Published online 2024 Apr 22.doi:10.3390/bs14040348,4/22/2024,2024,Apr,22
Teachers’ Emotional Intelligence and Organizational Commitment: A Moderated Mediation Model of Teachers’ Psychological Well-Being and Principal Transformational Leadership,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11048059/,"Mingwei Li, Feifei Liu, Chuanli Yang",Behav Sci (Basel)2024 Apr;14(4): 345.Published online 2024 Apr 20.doi:10.3390/bs14040345,4/20/2024,2024,Apr,20
A Pioneer Tool to Reduce Restrictive Practices toward People with Intellectual and Developmental Disabilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11047515/,"Victoria Sánchez-Gómez, Miguel Ángel Verdugo, Manuela Crespo, Amalia San Román",Behav Sci (Basel)2024 Apr;14(4): 344.Published online 2024 Apr 19.doi:10.3390/bs14040344,4/19/2024,2024,Apr,19
Smartphone Addiction and Related Factors among Athletes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11154377/,"Sultan Sahin Koybulan, Duygu Altin, Gorkem Yararbas, Hur Hassoy",Behav Sci (Basel)2024 Apr;14(4): 341.Published online 2024 Apr 18.doi:10.3390/bs14040341,4/18/2024,2024,Apr,18
Perinatal Loss and Parents’ Grief Amidst the COVID-19 Pandemic: A Mixed-Method Research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11047657/,"Ciro De Vincenzo, Loredana Cena, Alice Trainini, Chiara Nieddu, Erika Iacona, Lucia Ronconi, Ines Testoni",Behav Sci (Basel)2024 Apr;14(4): 339.Published online 2024 Apr 18.doi:10.3390/bs14040339,4/18/2024,2024,Apr,18
