Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Understanding the Emotional Impact of GIFs on Instagram through Consumer Neuroscience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8389299/,"Idoia Rúa-Hidalgo, Maria Galmes-Cerezo, Carmen Cristofol-Rodríguez, Irene Aliagas",Behav Sci (Basel)2021 Aug;11(8): 108.Published online 2021 Jul 30.doi:10.3390/bs11080108,7/30/2021,2021,Jul,30
"Assessment of Knowledge, Attitudes, and Practices Regarding Dengue among Physicians: A Web-Based Cross-Sectional Survey",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8389296/,"Kranthi Swaroop Koonisetty, Nasrin Aghamohammadi, Tamanna Urmi, Sare İlknur Yavaşoglu, Md. Shahinur Rahman, Rajesh Nandy, Ubydul Haque",Behav Sci (Basel)2021 Aug;11(8): 105.Published online 2021 Jul 21.doi:10.3390/bs11080105,7/21/2021,2021,Jul,21
Analyzing Predictors of Control Measures and Psychosocial Problems Associated with COVID-19 Pandemic: Evidence from Eight Countries,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8389271/,"Sheikh Saifur Rahman Jony, Ubydul Haque, Nathaniel J. Webb, Emily Spence, Md. Siddikur Rahman, Nasrin Aghamohammadi, Yongchan Lie, Aracely Angulo-Molina, Sushmitha Ananth, Xuelian Ren, Nobuyuki Kawachi, Hiromu Ito, Osman Ulvi, Jailos Lubinda, Ajlina Karamehic-Muratovic, Wasim Maher, Parveen Ali, M. Sohel Rahman",Behav Sci (Basel)2021 Aug;11(8): 106.Published online 2021 Jul 21.doi:10.3390/bs11080106,7/21/2021,2021,Jul,21
Stress and Psychopathology Reduction in Pregnant Women through Online Cognitive Behavioural Therapy during COVID-19: A Feasibility Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301144/,"Jose A. Puertas-Gonzalez, Carolina Mariño-Narvaez, Borja Romero-Gonzalez, Maria Isabel Peralta-Ramirez",Behav Sci (Basel)2021 Jul;11(7): 100.Published online 2021 Jul 9.doi:10.3390/bs11070100,7/9/2021,2021,Jul,9
"Health-Related Quality of Life, Family Conflicts and Fear of Injecting: Perception Differences between Preadolescents and Adolescents with Type 1 Diabetes and Their Mothers",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301019/,"Marta Tremolada, Maria Cusinato, Sabrina Bonichini, Arianna Fabris, Claudia Gabrielli, Carlo Moretti",Behav Sci (Basel)2021 Jul;11(7): 98.Published online 2021 Jul 6.doi:10.3390/bs11070098,7/6/2021,2021,Jul,6
Genetic Testing for Antipsychotic Pharmacotherapy: Bench to Bedside,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301006/,Mujeeb U. Shad,Behav Sci (Basel)2021 Jul;11(7): 97.Published online 2021 Jun 30.doi:10.3390/bs11070097,6/30/2021,2021,Jun,30
"Relationship between Emotional Intelligence, Educational Achievement and Academic Stress of Pre-Service Teachers",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301166/,"Inmaculada García-Martínez, Eufrasio Pérez-Navío, Miguel Pérez-Ferra, Rocío Quijano-López",Behav Sci (Basel)2021 Jul;11(7): 95.Published online 2021 Jun 23.doi:10.3390/bs11070095,6/23/2021,2021,Jun,23
Lewy Body Dementias: A Coin with Two Sides?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301188/,"Ángela Milán-Tomás, Marta Fernández-Matarrubia, María Cruz Rodríguez-Oroz",Behav Sci (Basel)2021 Jul;11(7): 94.Published online 2021 Jun 22.doi:10.3390/bs11070094,6/22/2021,2021,Jun,22
"Examining the Relationships among Cognitive Ability, Domain-Specific Self-Concept, and Behavioral Self-Esteem of Gifted Children Aged 5–6 Years: A Cross-Sectional Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8301147/,Dimitrios Papadopoulos,Behav Sci (Basel)2021 Jul;11(7): 93.Published online 2021 Jun 22.doi:10.3390/bs11070093,6/22/2021,2021,Jun,22
From Fear to Hopelessness: The Buffering Effect of Patient-Centered Communication in a Sample of Oncological Patients during COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8231896/,"Alessandro Alberto Rossi, Maria Marconi, Federica Taccini, Claudio Verusio, Stefania Mannarini",Behav Sci (Basel)2021 Jun;11(6): 87.Published online 2021 Jun 14.doi:10.3390/bs11060087,6/14/2021,2021,Jun,14
The Superior Visual Perception Hypothesis: Neuroaesthetics of Cave Art,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8226463/,"Per Olav Folgerø, Christer Johansson, Linn Heidi Stokkedal",Behav Sci (Basel)2021 Jun;11(6): 81.Published online 2021 May 26.doi:10.3390/bs11060081,5/26/2021,2021,May,26
Current Intervention Treatments for Food Addiction: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8224570/,"Mark Leary, Kirrilly M. Pursey, Antonio Verdejo-Garcia, Tracy L. Burrows",Behav Sci (Basel)2021 Jun;11(6): 80.Published online 2021 May 23.doi:10.3390/bs11060080,5/23/2021,2021,May,23
Motor Vehicle Collisions during Adolescence: The Role of Alexithymic Traits and Defense Strategies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8223781/,"Silvia Cimino, Eleonora Marzilli, Michela Erriu, Paola Carbone, Elisa Casini, Luca Cerniglia",Behav Sci (Basel)2021 Jun;11(6): 79.Published online 2021 May 21.doi:10.3390/bs11060079,5/21/2021,2021,May,21
Studying Behaviour Change Mechanisms under Complexity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8156531/,"Matti T. J. Heino, Keegan Knittle, Chris Noone, Fred Hasselman, Nelli Hankonen",Behav Sci (Basel)2021 May;11(5): 77.Published online 2021 May 14.doi:10.3390/bs11050077,5/14/2021,2021,May,14
"Distress, Depression, Anxiety, and Concerns and Behaviors Related to COVID-19 during the First Two Months of the Pandemic: A Longitudinal Study in Adult MEXICANS",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8153135/,"Aldebarán Toledo-Fernández, Diana Betancourt-Ocampo, Alejandro González-González",Behav Sci (Basel)2021 May;11(5): 76.Published online 2021 May 13.doi:10.3390/bs11050076,5/13/2021,2021,May,13
"Cognitive Impairment in Parkinson’s Disease: Epidemiology, Clinical Profile, Protective and Risk Factors",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8152515/,"Paulina Gonzalez-Latapi, Ece Bayram, Irene Litvan, Connie Marras",Behav Sci (Basel)2021 May;11(5): 74.Published online 2021 May 13.doi:10.3390/bs11050074,5/13/2021,2021,May,13
How Consistent Are Consumers in Their Decisions? Investigation of Houseplant Purchasing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8151653/,"Melinda J. Knuth, Hayk Khachatryan, Charles R. Hall",Behav Sci (Basel)2021 May;11(5): 73.Published online 2021 May 12.doi:10.3390/bs11050073,5/12/2021,2021,May,12
Effects of General Fatigue Induced by Exhaustive Exercise on Posture and Gait Stability of Healthy Young Men,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8150780/,"Marinella Coco, Donatella Di Corrado, Francesco Cirillo, Chiara Iacono, Vincenzo Perciavalle, Andrea Buscemi",Behav Sci (Basel)2021 May;11(5): 72.Published online 2021 May 8.doi:10.3390/bs11050072,5/8/2021,2021,May,8
Contrasting Effects of “External” Worker’s Proactive Behavior on Their Turnover Intention: A Moderated Mediation Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8148111/,"Seonjo Kim, Jun Ishikawa",Behav Sci (Basel)2021 May;11(5): 70.Published online 2021 May 6.doi:10.3390/bs11050070,5/6/2021,2021,May,6
Including the Excluded in Antenatal Care: A Systematic Review of Concerns for D/deaf Pregnant Women,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8147384/,"Olufemi Timothy Adigun, Olugbenga Akinrinoye, Helen Ngozichukwuka Obilor",Behav Sci (Basel)2021 May;11(5): 67.Published online 2021 May 1.doi:10.3390/bs11050067,5/1/2021,2021,May,1
Moral Decision Making: From Bentham to Veil of Ignorance via Perspective Taking Accessibility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8147336/,"Rose Martin, Petko Kusev, Joseph Teal, Victoria Baranova, Bruce Rigal",Behav Sci (Basel)2021 May;11(5): 66.Published online 2021 May 1.doi:10.3390/bs11050066,5/1/2021,2021,May,1
Pandemic and Typhoon: Positive Impacts of a Double Disaster on Mental Health of Female Students in the Philippines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8147095/,"Lavinia Javier Cueto, Casper Boongaling Agaton",Behav Sci (Basel)2021 May;11(5): 64.Published online 2021 Apr 29.doi:10.3390/bs11050064,4/29/2021,2021,Apr,29
Mass Media Exposure and Safer Sex Negotiation among Women in Sexual Unions in Sub-Saharan Africa: Analysis of Demographic and Health Survey Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8145045/,"Richard Gyan Aboagye, Bright Opoku Ahinkorah, Abdul-Aziz Seidu, Collins Adu, John Elvis Hagan, Jr., Hubert Amu, Sanni Yaya",Behav Sci (Basel)2021 May;11(5): 63.Published online 2021 Apr 28.doi:10.3390/bs11050063,4/28/2021,2021,Apr,28
"Information Overload, Wellbeing and COVID-19: A Survey in China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146850/,"Jialin Fan, Andrew P. Smith",Behav Sci (Basel)2021 May;11(5): 62.Published online 2021 Apr 27.doi:10.3390/bs11050062,4/27/2021,2021,Apr,27
Symptoms of Addictive Eating: What Do Different Health Professions Think?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8145409/,"Megan Whatnall, Janelle Skinner, Antonio Verdejo-Garcia, Adrian Carter, Robyn M. Brown, Zane B. Andrews, Chris V. Dayas, Charlotte A. Hardman, Natalie Loxton, Priya Sumithran, Tracy Burrows",Behav Sci (Basel)2021 May;11(5): 60.Published online 2021 Apr 26.doi:10.3390/bs11050060,4/26/2021,2021,Apr,26
Unaffected Memory and Inhibitory Functioning Several Weeks Postpartum in Women with Pregnancy Complicated by Preeclampsia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8072974/,"Ilona Papousek, Elisabeth M. Weiss, Manfred G. Moertl, Karin Schmid-Zalaudek, Edina Krenn, Verena Lessiak, Helmut K. Lackner",Behav Sci (Basel)2021 Apr;11(4): 55.Published online 2021 Apr 18.doi:10.3390/bs11040055,4/18/2021,2021,Apr,18
Treatment of Parkinson’s Disease with Cognitive Impairment: Current Approaches and Future Directions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8073727/,"Chichun Sun, Melissa J. Armstrong",Behav Sci (Basel)2021 Apr;11(4): 54.Published online 2021 Apr 17.doi:10.3390/bs11040054,4/17/2021,2021,Apr,17
Has the COVID 19 Virus Changed Adherence to Hand Washing among Healthcare Workers?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8071195/,"Rosalia Ragusa, Marina Marranzano, Alessandro Lombardo, Rosalba Quattrocchi, Maria Alessandra Bellia, Lorenzo Lupo",Behav Sci (Basel)2021 Apr;11(4): 53.Published online 2021 Apr 15.doi:10.3390/bs11040053,4/15/2021,2021,Apr,15
Migraine and Mood in Children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070834/,Parisa Gazerani,Behav Sci (Basel)2021 Apr;11(4): 52.Published online 2021 Apr 14.doi:10.3390/bs11040052,4/14/2021,2021,Apr,14
Psychopathological Impact and Resilient Scenarios in Inpatient with Schizophrenia Spectrum Disorders Related to Covid Physical Distancing Policies: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070199/,"Pasquale Caponnetto, Alessandra Benenati, Marilena G. Maglia",Behav Sci (Basel)2021 Apr;11(4): 49.Published online 2021 Apr 13.doi:10.3390/bs11040049,4/13/2021,2021,Apr,13
Differential Experiences of Mental Health among Transgender and Gender-Diverse Youth in Colorado,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8069714/,"Brittanie Atteberry-Ash, Shanna K. Kattari, Vern Harner, Dana M. Prince, Anthony P. Verdino, Leonardo Kattari, In Young Park",Behav Sci (Basel)2021 Apr;11(4): 48.Published online 2021 Apr 9.doi:10.3390/bs11040048,4/9/2021,2021,Apr,9
Effect of Psychological Factors on Credit Risk: A Case Study of the Microlending Service in Mongolia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067141/,"Mandukhai Ganbat, Erdenebileg Batbaatar, Ganzul Bazarragchaa, Togtuunaa Ider, Enkhjargalan Gantumur, Lkhamsuren Dashkhorol, Khosgarig Altantsatsralt, Mandakhbayar Nemekh, Erdenebaatar Dashdondog, Oyun-Erdene Namsrai",Behav Sci (Basel)2021 Apr;11(4): 47.Published online 2021 Apr 5.doi:10.3390/bs11040047,4/5/2021,2021,Apr,5
Aesthetic Preference for Glossy Materials: An Attempted Replication and Extension,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8066943/,"Paul J. Silvia, Rebekah M. Rodriguez, Katherine N. Cotter, Alexander P. Christensen",Behav Sci (Basel)2021 Apr;11(4): 44.Published online 2021 Mar 26.doi:10.3390/bs11040044,3/26/2021,2021,Mar,26
The Integration of Meditation and Positive Psychology Practices to Relieve Stress in Women Workers (Flourish): Effects in Two Pilot Studies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8066083/,"Fabio R. M. dos Santos, Shirley S. Lacerda, Cassia C. Coelhoso, Carla R. Barrichello, Patricia R. Tobo, Elisa H. Kozasa",Behav Sci (Basel)2021 Apr;11(4): 43.Published online 2021 Mar 26.doi:10.3390/bs11040043,3/26/2021,2021,Mar,26
