Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
The Impact of Short-Form Video and Optimistic Bias on Engagement in Oral Health Prevention: Integrating a KAP Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504853/,"Donghwa Chung, Jiaqi Wang, Yanfang Meng",Behav Sci (Basel)2024 Oct;14(10): 968.Published online 2024 Oct 18.doi:10.3390/bs14100968,10/18/2024,2024,Oct,18
Analyses of Physical and Psychological Characteristics of “Squid Game” Characters Using East Asian Biopsychosocial Personality Theories and Body Mass Index,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504730/,"Seokyung So, Danilo Garcia, Jeongyun Lee, Ji Hwan Kim, Sang Yun Han, Soo Jin Lee, Han Chae",Behav Sci (Basel)2024 Oct;14(10): 907.Published online 2024 Oct 8.doi:10.3390/bs14100907,10/8/2024,2024,Oct,8
Behavioral Biases and Judicial Decision-Making in Brazil,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504676/,"Benjamin Miranda Tabak, Liziane Angelotti Meira, Ana Clarissa Masuko dos Santos Araujo, Aline Guiotti Garcia",Behav Sci (Basel)2024 Oct;14(10): 922.Published online 2024 Oct 10.doi:10.3390/bs14100922,10/10/2024,2024,Oct,10
"Sleep Patterns, Social Media Usage, and Dietary Habits during COVID-19 Lockdown in Mexico: A Cross-Sectional Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504667/,"María Elena Acosta Enríquez, Danila Azzolina, Anairotciv De la Cruz Alvarez, Vidalma del Rosario Bezáres Sarmiento, Dario Gregori, Giulia Lorenzoni",Behav Sci (Basel)2024 Oct;14(10): 906.Published online 2024 Oct 8.doi:10.3390/bs14100906,10/8/2024,2024,Oct,8
Luxury or Cultural Tourism Activities? The Role of Narcissistic Personality Traits and Travel-Related Motivations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504645/,"Avi Besser, Villy Abraham, Virgil Zeigler-Hill",Behav Sci (Basel)2024 Oct;14(10): 972.Published online 2024 Oct 20.doi:10.3390/bs14100972,10/20/2024,2024,Oct,20
A Study on Customer Behavior in Online Dating Platforms: Analyzing the Impact of Perceived Value on Enhancing Customer Loyalty,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504637/,"Qianghong Huang, Ru Zhang, Hyemin Lee, Huayuan Xu, Younghwan Pan",Behav Sci (Basel)2024 Oct;14(10): 973.Published online 2024 Oct 21.doi:10.3390/bs14100973,10/21/2024,2024,Oct,21
Conceptions of Consensual versus Non-Consensual Sexual Activity among Young People from Colombia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504636/,"Luis Enrique Prieto, Nieves Moyano",Behav Sci (Basel)2024 Oct;14(10): 884.Published online 2024 Oct 1.doi:10.3390/bs14100884,10/1/2024,2024,Oct,1
Validation of the Chinese Version of the Body Image Flexibility and Inflexibility Scale among Chinese College Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504571/,"Ruichao Jiao, Dan Zheng, Dongdong Xue, Xiaowei Guo, Hongxing Meng, Xiaozhuang Wang",Behav Sci (Basel)2024 Oct;14(10): 910.Published online 2024 Oct 8.doi:10.3390/bs14100910,10/8/2024,2024,Oct,8
Behaviour Change Techniques: An Application to Increase Employees’ Willingness to Accept a Salary Reduction,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504495/,"Emma Goelema, Muhammad Umar Boodoo, Fadi Makki, Ahmad Baasiri, Jana Kontar, Georgi Kirilov, Ivo Vlaev",Behav Sci (Basel)2024 Oct;14(10): 924.Published online 2024 Oct 10.doi:10.3390/bs14100924,10/10/2024,2024,Oct,10
Factors Influencing Suicidal Ideation in Persons with Physical Disabilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11504474/,Eun-Young Park,Behav Sci (Basel)2024 Oct;14(10): 966.Published online 2024 Oct 18.doi:10.3390/bs14100966,10/18/2024,2024,Oct,18
